id,group,hs.grad,nation,gender,age,m.status,political,n.child,income,housing,food,other,score,scr,time1,time2,time3,Pol
1779,treat,yes,Asia,female,58,divorced,Other,3,23276.80923,1,0,0,-0.37,0.837455322,0.97,-3.38,1.15,1.304837261
1780,treat,no,Asia,female,38,married,Liberal,2,157434.7845,0.29,0.12,0.59,1.24,1.391913527,0.5,-1.48,0.58,1.920088372
1781,treat,no,North America,male,34,never,Liberal,2,106000,0.21,0.69,0.1,1.4,0.496252863,0.73,2.43,1.69,2.727437412
1782,treat,yes,Asia,male,27,divorced,Liberal,1,6594.225573,0.57,0.38,0.05,1.72,-0.309773286,0.78,4.18,5.23,1.762206873
1783,treat,yes,Asia,female,21,divorced,Conservative,1,39040.69397,0.44,0.06,0.5,-0.87,1.216004293,0.81,2.54,0.92,1.802242209
1784,control,yes,North America,female,57,never,New_Democrat,0,33000,0.63,0.33,0.04,-0.11,0.825975636,0.63,-1.01,1.65,0.145466256
1785,control,yes,North America,female,40,divorced,New_Democrat,0,110415.7275,0.94,0.01,0.05,-0.09,1.806217619,0.81,3.79,2.71,0.052791235
1786,treat,yes,North America,female,38,widowed,New_Democrat,1,134664.9462,0.77,0.16,0.07,-0.65,1.263847126,0.14,0.96,4.44,2.410748321
1787,treat,no,North America,female,31,married,Liberal,1,15586.80513,0.17,0.43,0.4,0.62,0.576171582,0.82,0.05,2.41,2.552804351
1788,treat,no,North America,female,61,never,Liberal,0,50000,0.58,0.12,0.3,1.12,0.269709187,0.07,0.67,3.14,2.038145145
1789,control,yes,Asia,male,37,married,Conservative,1,36902.57951,0.56,0.22,0.22,-1.06,1.040849853,0,1.42,0.93,0.823295793
1790,treat,yes,North America,male,51,never,Liberal,1,106000,0.15,0.28,0.57,0.87,1.349380827,0.95,3.17,2.25,2.300878564
1791,treat,yes,North America,male,39,married,Conservative,2,126696.2234,0.09,0.11,0.8,-1.01,1.14451568,0.51,0,1.18,3.244215802
1792,control,yes,Southern,male,44,married,New_Democrat,0,132965.1894,0.59,0.4,0.01,-3.33,0.76940713,0.58,2.07,0.94,1.240226778
1793,treat,yes,Asia,male,25,married,Liberal,1,61604.59109,0.89,0.11,0,-1.02,0.416862971,0,2.04,0.74,1.303120488
1794,control,yes,North America,male,57,married,Liberal,1,133686.1458,0.46,0.14,0.4,1.5,2.366272617,0.57,0.25,1.36,0.206394207
1795,control,yes,North America,male,60,never,Other,0,113000,0.25,0.6,0.15,0.31,1.315799049,0.03,-0.7,1.83,0.596439336
1796,treat,no,Asia,male,37,married,Conservative,1,27035.05679,0.42,0.37,0.21,0.37,0.863455492,0.05,-1.39,0.56,4.090054462
1797,treat,no,Southern,female,52,divorced,Liberal,0,38413.01855,0.13,0.75,0.12,0.28,2.164644168,0.01,0.49,2.26,1.492907655
1798,treat,no,Southern,female,55,never,Liberal,0,128000,0.46,0.16,0.38,0.19,0.77596457,0.64,-0.83,3.52,2.112741367
1799,control,no,Asia,female,51,married,New_Democrat,2,129020.5131,0.02,0.14,0.84,-1.26,0.951624348,0.69,2.7,3.78,1.025701258
1800,control,yes,North America,female,21,divorced,Liberal,2,21879.50767,0.32,0.52,0.16,1.63,1.040270462,0.86,0.93,1.63,-0.734718639
1801,treat,no,North America,male,51,divorced,Conservative,0,22990.04491,0.78,0.16,0.06,0.24,1.429100628,0.65,-2.22,1.22,4.523860046
1802,treat,no,Southern,female,26,married,Conservative,3,18845.30653,0.4,0.48,0.12,0.82,0.032492589,0.99,-1.9,1.34,3.225740571
1803,control,yes,North America,female,62,divorced,Liberal,1,60923.15371,0.64,0,0.36,-0.86,0.477166863,0.1,-1.29,0.83,-1.504131565
1804,control,yes,North America,female,64,divorced,Conservative,2,134749.1243,0.65,0.2,0.15,0.91,1.25124875,0.99,-3.33,2.87,0.611742034
1805,control,no,North America,male,49,divorced,Liberal,3,45900.97266,0.81,0.03,0.16,-1.88,-0.026869989,0.94,0.84,8.35,1.153762138
1806,control,no,Europe,male,45,divorced,Liberal,1,40569.55828,0.98,0,0.02,0.52,1.15737772,0,-0.36,3.48,0.819028934
1807,control,no,North America,female,61,never,Conservative,0,42000,0.4,0.6,0,0.93,0.810625154,0.98,-0.91,1.96,1.760491058
1808,treat,yes,North America,female,60,divorced,New_Democrat,1,114686.7489,0.35,0.14,0.51,-0.14,0.990429142,0.12,4.88,3.57,2.292130011
1809,control,no,North America,female,28,divorced,New_Democrat,1,63956.36904,0.65,0.34,0.01,0.5,0.359990662,0.95,-2.3,1.49,1.165892109
1810,treat,no,North America,female,36,divorced,Conservative,0,29573.98898,0.07,0.03,0.9,1.2,1.150422022,0.62,0.51,1.86,3.15912862
1811,treat,no,Europe,male,32,married,Conservative,3,43076.06599,0.02,0.63,0.35,0.65,0.889586406,0.96,3.05,1.08,4.013360179
1812,treat,yes,North America,female,27,widowed,Conservative,1,32866.65525,0.39,0.22,0.39,0.59,0.530746771,0.53,0.52,0.68,2.400599947
1813,control,no,Asia,male,28,widowed,New_Democrat,0,129861.3668,0.71,0.05,0.24,0.99,1.122415495,0.94,-0.11,1.35,2.539089141
1814,control,no,Europe,male,65,never,Other,2,47000,0.96,0.02,0.02,0.12,0.940168949,0.66,-0.65,0.74,1.591364057
1815,treat,yes,Asia,female,25,married,Conservative,3,126828.8667,0.25,0.48,0.27,0.9,1.377119367,0.9,1.59,2.57,2.504151155
1816,treat,yes,North America,female,60,divorced,Conservative,1,132780.1814,0.51,0.25,0.24,-0.82,1.824265182,0.01,2.54,3.17,2.417086803
1817,control,no,Europe,female,59,divorced,Liberal,1,0,0.51,0.19,0.3,0.6,-0.097740893,0.16,-0.68,2.54,0.107984792
1818,treat,yes,Europe,female,53,never,Other,1,108000,0.5,0.01,0.49,0.02,0.184237652,0.02,0.94,3.31,1.202873996
1819,treat,no,North America,female,43,divorced,New_Democrat,2,59783.08694,0.12,0.12,0.76,0.15,0.946319839,0.95,-0.72,6.12,2.674982913
1820,treat,yes,Asia,male,31,divorced,Conservative,1,45674.81812,0.56,0.06,0.38,-0.04,0.484986225,0.71,-1.47,3.8,2.736176845
1821,treat,yes,Asia,female,43,never,Liberal,1,2000,0.16,0.14,0.7,0.77,0.938527432,0.9,3.18,2.63,1.396279559
1822,treat,yes,North America,female,37,married,Liberal,1,132965.9759,0.16,0.23,0.61,1.36,1.156027714,0.84,1.58,3.73,0.922093924
1823,control,no,North America,female,30,divorced,Liberal,4,29016.84711,0.96,0.01,0.03,-1.4,1.402432805,0.55,3.13,1.17,-0.190993781
1824,control,yes,North America,male,61,never,New_Democrat,3,35000,0.17,0.27,0.56,0.29,0.64722588,0.55,2.41,1.85,1.275852079
1825,treat,yes,North America,female,41,divorced,Conservative,0,54923.94292,0.39,0.38,0.23,0.93,1.73736047,0.58,2.73,1.57,1.872378267
1826,control,yes,North America,male,27,married,Conservative,0,148047.5088,0.11,0.18,0.71,-0.38,1.151526789,0.35,-1.39,0.44,1.128139384
1827,treat,yes,Asia,male,46,divorced,Conservative,1,43959.56098,0.09,0.66,0.25,0.59,0.780817077,0.84,0.27,1.45,3.058209072
1828,control,no,Southern,female,20,never,Conservative,0,83000,0.97,0.03,0,0.85,0.694596246,0.21,1.54,2.02,1.239832413
1829,treat,no,Southern,female,33,divorced,Liberal,3,46826.61428,0.02,0.98,0,0.19,0.428348068,0.98,0.96,1.18,1.845641487
1830,control,no,North America,female,52,married,Liberal,1,79660.81155,0.44,0.34,0.22,-0.55,2.162943386,0.04,-0.58,0.05,-0.364312947
1831,control,no,Asia,female,27,never,Conservative,2,11000,0.22,0.05,0.73,0.67,0.911223445,0.53,-2.38,1.14,1.232463107
1832,control,yes,North America,male,51,divorced,Conservative,2,7350.843227,0.12,0.43,0.45,0.93,0.775643061,0.17,-1.46,0.63,1.544018389
1833,treat,no,North America,male,55,widowed,Conservative,3,81438.3502,0.5,0.4,0.1,-1.25,1.127421982,0.33,0.24,3.52,4.015587198
1834,treat,no,North America,female,19,married,Liberal,3,93470.3427,0.65,0.07,0.28,2.02,1.819698804,0.97,2.28,3.44,1.67948279
1835,control,yes,Europe,male,50,divorced,Other,2,44768.59844,0.14,0.14,0.72,0.65,1.341171826,0.36,1.49,0.8,0.47347436
1836,control,no,Asia,male,33,married,Liberal,1,119163.8722,0.45,0.19,0.36,-2.17,1.179436426,0.36,0.03,0.43,0.766420199
1837,treat,no,North America,female,28,never,Liberal,4,49000,0.56,0.01,0.43,-2.84,0.125692042,0.03,1.58,1.55,1.374444005
1838,control,yes,Europe,male,34,never,Liberal,0,137000,0.59,0.17,0.24,1.85,1.936355018,0.24,-3,0.73,-0.092809305
1839,control,yes,North America,female,59,never,New_Democrat,0,30000,0.66,0.29,0.05,1.58,1.784860016,0.01,-0.84,0.83,-0.007875317
1840,control,no,Europe,male,42,widowed,New_Democrat,1,28581.784,0.26,0.73,0.01,0.18,-0.312114307,0.11,3.53,0.59,2.761978232
1841,treat,no,North America,male,22,divorced,New_Democrat,2,22403.99782,0.16,0.21,0.63,1.64,1.512956972,0.07,1.38,1.19,3.680467825
1842,control,no,Southern,male,27,never,Conservative,2,98000,0.76,0.04,0.2,-0.2,1.803292606,0.71,1.83,0.78,1.691717603
1843,treat,yes,Europe,female,34,married,Liberal,1,120969.1986,0.23,0.73,0.04,-1.12,1.551066374,1,2.52,4.33,0.797572326
1844,treat,yes,Europe,male,65,never,Conservative,2,148000,0.18,0.41,0.41,0.29,1.23856886,0.1,0.26,2.24,3.459602942
1845,control,no,North America,male,54,divorced,New_Democrat,0,73420.09162,0.68,0.18,0.14,-1.58,0.610298494,0.98,-2.82,1.72,1.995681282
1846,control,no,North America,female,31,married,Liberal,2,132735.8772,0.99,0.01,0,0.22,1.316526624,0.05,0.14,0.2,0.116346539
1847,control,no,North America,male,33,married,Conservative,2,66331.93208,0.64,0.35,0.01,-1.64,-0.62094546,0.88,-0.54,1.9,1.956138954
1848,control,no,Europe,male,21,married,Liberal,1,118742.2239,0.57,0.01,0.42,-0.91,1.313071127,0.79,3,1.52,0.330053616
1849,control,yes,Southern,female,30,widowed,Other,2,24315.4828,0.83,0.04,0.13,1.26,1.112737864,0.04,-0.85,5.2,-0.317444404
1850,control,no,North America,female,41,never,Conservative,0,132000,1,0,0,-1.97,0.815663778,0.07,3.79,1.99,1.148162062
1851,treat,no,Southern,female,53,widowed,New_Democrat,1,112857.4101,0.89,0.05,0.06,0.48,1.925395304,0.01,-1.49,0.84,3.300373011
1852,treat,no,Asia,female,65,widowed,Other,0,109014.6857,0.68,0.08,0.24,0.26,1.106728187,0.86,1.19,1.4,2.678966702
1853,control,yes,Southern,male,60,widowed,Conservative,3,21011.1935,0.59,0.14,0.27,-1.28,0.057779733,0.97,-2.08,5.73,1.693446623
1854,control,yes,North America,female,41,divorced,Conservative,2,68231.83803,0.18,0.78,0.04,-1.18,1.394401491,0.71,3.1,3.59,0.02676993
1855,treat,no,Europe,male,19,divorced,Liberal,1,28098.9491,0.97,0,0.03,0.92,1.003519475,0.2,4.13,4.29,3.136806396
1856,treat,yes,Asia,male,40,never,New_Democrat,0,28000,0.35,0.16,0.49,1.42,0.386805014,0.6,0.97,1.36,3.127102386
1857,control,yes,North America,male,39,never,Conservative,1,99000,0.09,0.15,0.76,1.96,1.477021264,0.21,-3.1,1.37,1.052406782
1858,treat,yes,Asia,female,42,divorced,Conservative,1,9115.224417,0.71,0.16,0.13,1.04,1.431510833,0.91,0.87,6.08,2.464565945
1859,control,no,Europe,female,48,married,Other,1,83950.97688,0.06,0.55,0.39,0.2,0.715394536,0.05,-3.81,3.47,0.482872568
1860,control,no,Asia,male,24,married,Conservative,3,37702.29109,0.33,0.52,0.15,0.45,0.114932398,0.9,-0.17,1.76,2.520796459
1861,control,no,North America,female,22,never,New_Democrat,1,35000,0.24,0.33,0.43,2.14,0.250069325,0.05,-2.36,1.45,1.25468461
1862,control,yes,North America,male,38,married,Other,1,87497.53694,0.33,0.11,0.56,-0.18,1.009998534,0.66,1.69,2.06,0.555563935
1863,treat,yes,Southern,female,63,widowed,Liberal,1,148326.0446,0.44,0.49,0.07,0.72,1.300159875,0.58,0.87,2.59,0.861858433
1864,treat,yes,Europe,female,27,divorced,Conservative,2,2504.847327,0.87,0.03,0.1,-1.31,0.427316067,0.93,0.91,1.53,2.052072222
1865,control,no,North America,female,58,divorced,Liberal,4,82344.21545,0.18,0.08,0.74,-0.27,1.264578806,0.01,-0.71,2,0.071102005
1866,control,yes,North America,male,38,divorced,Liberal,5,131911.7741,0.58,0.21,0.21,0.2,0.897075735,0.76,1.6,0.94,-0.131258329
1867,treat,yes,North America,female,47,married,Conservative,1,128767.4422,0.95,0.02,0.03,-0.43,0.723694943,0.62,-1.53,3,2.287819484
1868,treat,yes,Europe,female,25,married,New_Democrat,2,152543.145,0.98,0,0.02,0.38,1.27556807,0.96,3.28,3.39,1.886341461
1869,treat,no,Southern,male,33,married,Conservative,1,107012.8842,0.9,0.1,0,-0.25,0.270966961,0.32,0.42,2.39,3.984912969
1870,treat,yes,North America,female,60,widowed,Liberal,1,45203.10154,0.06,0.82,0.12,-0.73,0.508136357,0,-2.87,1.13,0.937666104
1871,treat,no,Europe,male,52,married,Other,1,31817.20419,0.75,0.11,0.14,-1.33,0.645646444,1,0.51,2.16,3.224806818
1872,control,yes,Southern,female,62,never,Liberal,2,74000,0.53,0.24,0.23,-1.21,0.827787079,0.94,-2.21,1.91,-1.142881175
1873,treat,yes,Asia,female,26,divorced,Conservative,1,5448.470629,0.44,0.38,0.18,-0.22,0.412285297,0.83,0.43,6.79,2.272640563
1874,treat,yes,Asia,male,54,divorced,Liberal,0,88532.58269,0.97,0.01,0.02,0.45,1.210035091,0.44,2.09,4.3,1.834203785
1875,control,no,North America,female,41,never,Liberal,1,19000,0.69,0.23,0.08,-0.08,1.893985121,0,-0.2,1.95,0.123240731
1876,treat,yes,Europe,female,49,married,Other,3,146752.4107,0.72,0.16,0.12,-1.06,1.007116037,0.39,0.1,3.96,1.427873382
1877,treat,no,North America,female,58,divorced,Conservative,1,59977.29706,0.58,0.15,0.27,-0.84,0.158349868,0.4,1.28,2.24,2.817330975
1878,treat,yes,North America,male,62,married,New_Democrat,1,129316.6431,0.11,0.41,0.48,-0.05,1.61789611,0.82,3.71,3.28,4.025903968
1879,treat,no,Europe,female,64,married,Conservative,4,120073.5728,0.86,0.12,0.02,0.94,1.704505011,0.23,1.96,1.11,3.590530049
1880,control,no,Asia,male,38,never,New_Democrat,2,38000,0.16,0.51,0.33,-0.27,-0.010966217,0.17,4.75,0.6,1.916813241
1881,treat,no,Europe,male,29,divorced,Conservative,1,97852.93897,0.18,0.37,0.45,1.25,1.258605167,0.95,0.9,2.4,4.064199404
1882,treat,no,North America,female,56,married,New_Democrat,1,65882.41999,0.98,0.01,0.01,0.08,1.779497568,0.79,1.34,1.69,2.94397182
1883,control,no,North America,female,19,widowed,Liberal,2,92022.79339,0.64,0.34,0.02,-1.06,1.27146491,0.41,-1.66,0.64,-0.231935412
1884,control,no,North America,female,24,married,Other,3,161618.277,0.69,0.11,0.2,1.17,1.983212794,0.81,1.95,2.58,0.502838088
1885,treat,no,North America,female,36,divorced,Liberal,2,132536.6351,0.88,0.09,0.03,1.34,1.065352111,0.4,-3.96,5.23,1.864259277
1886,treat,yes,Asia,female,24,never,Liberal,0,8000,0.45,0.5,0.05,-0.83,1.255378036,0.49,-0.96,0.56,0.555575333
1887,treat,yes,North America,female,21,divorced,Liberal,2,54366.55908,0.95,0.05,0,-1.18,0.696276632,0,-0.8,8.4,0.52251555
1888,treat,yes,North America,male,30,divorced,Other,2,42703.03987,0.37,0.52,0.11,1.08,0.573597102,0.08,1.55,2.53,2.730979588
1889,control,yes,Southern,female,63,divorced,New_Democrat,2,25278.61435,0.23,0.4,0.37,0.6,0.235500987,0.52,2.47,1.06,0.4403034
1890,treat,no,Southern,male,26,married,Liberal,4,157935.303,0.77,0,0.23,-0.05,2.207233857,0.01,0.44,0.94,3.199658158
1891,treat,yes,North America,female,22,married,New_Democrat,0,122321.3436,0.4,0.02,0.58,0.11,1.238140797,0.83,3.06,1.69,2.274074503
1892,control,yes,Asia,female,46,divorced,New_Democrat,2,70828.46502,0.02,0.79,0.19,-1.83,0.079108619,1,2.9,1.45,-0.406283019
1893,treat,yes,North America,female,49,divorced,Liberal,0,91698.65738,0.94,0.03,0.03,2.09,1.699477417,0.27,-0.23,1.31,0.61536316
1894,treat,no,Asia,male,60,never,Conservative,4,3000,0.58,0.17,0.25,0.83,0.334195325,0.96,2.02,2.79,4.440347743
1895,control,no,North America,female,46,married,New_Democrat,2,68410.07127,0.34,0.03,0.63,-0.48,0.899368957,0.73,-0.3,2.25,0.934480748
1896,treat,yes,North America,female,47,married,Liberal,0,116588.2357,0.86,0.07,0.07,-0.57,1.684915796,0.5,0.76,2.14,1.015446999
1897,treat,no,Asia,male,22,married,Conservative,3,153209.5953,0.2,0.52,0.28,-0.83,1.761905182,0.07,-2.46,5.26,4.508658607
1898,control,no,Asia,male,52,married,New_Democrat,2,97001.66725,0.91,0,0.09,0.6,2.219448714,0.24,-0.92,0.47,1.560447296
1899,control,yes,Europe,female,43,divorced,New_Democrat,0,58527.71957,0.03,0.66,0.31,0.79,1.850391635,0.35,1.78,8.4,-0.080713292
1900,treat,yes,Southern,male,34,divorced,New_Democrat,1,57043.41224,0.31,0.1,0.59,0.73,1.501331366,0.11,0.57,5.01,3.188196428
1901,treat,yes,North America,female,18,divorced,Conservative,1,56032.52076,0.03,0.83,0.14,-1.01,1.595927742,0.01,-2.05,2.24,1.860464854
1902,treat,no,Southern,male,55,married,Other,0,125971.898,0.33,0.05,0.62,-0.36,0.787705257,0.42,1.21,1.03,4.210053144
1903,treat,no,Asia,female,50,divorced,New_Democrat,2,614.8977408,0.29,0.04,0.67,-0.66,0.026345719,0.6,1.54,3.82,3.22883925
1904,control,no,North America,female,38,married,Conservative,3,75192.19288,0.6,0.06,0.34,1.32,2.332529767,0.65,4.74,6.24,1.487169524
1905,treat,yes,Asia,female,33,married,Conservative,3,71807.07695,0.28,0.23,0.49,1.61,0.533580406,0.76,4.12,1.49,2.363113878
1906,control,no,Europe,female,33,married,Conservative,4,60344.36336,0.55,0.44,0.01,-2.37,0.985001752,0.57,-1.34,3.27,0.841907573
1907,control,yes,North America,male,24,married,Liberal,3,155110.3575,0.41,0.43,0.16,-0.07,1.867352427,1,4.43,6.59,-0.633226251
1908,treat,no,North America,female,35,divorced,Liberal,0,29377.57507,0.16,0.18,0.66,0.81,0.463012877,0.96,2.34,1,1.78295839
1909,control,no,Asia,female,37,divorced,Liberal,4,30911.25812,0.27,0.5,0.23,0.95,1.679894348,0.52,-2.05,1.62,-0.013364265
1910,control,no,Southern,male,40,divorced,New_Democrat,0,67548.54023,0.15,0.55,0.3,-0.47,0.0042064,0.07,1.99,5.16,2.019552208
1911,control,yes,Asia,male,18,never,New_Democrat,1,55000,0.57,0.02,0.41,0.24,0.991344451,0.05,-0.69,2.49,0.751489322
1912,control,yes,North America,female,48,divorced,Liberal,1,6339.767222,0,0.2,0.8,0.92,1.331064403,0.05,1.49,1.19,-0.982896621
1913,treat,no,Asia,female,53,married,Other,0,107705.32,0.18,0.04,0.78,0,1.571035016,0.14,3.27,0.16,2.529276472
1914,control,yes,Europe,female,52,married,Conservative,1,119726.4175,0.54,0.18,0.28,-1.68,1.277312679,0.04,3.73,3.05,0.33715312
1915,control,yes,Southern,male,35,married,Conservative,0,102010.105,0.74,0.23,0.03,-0.73,1.210084912,0.04,1.42,0.27,0.945509131
1916,treat,yes,Europe,male,27,married,New_Democrat,3,22433.28501,0.55,0.24,0.21,0.84,0.841015109,0.72,-0.83,4.58,2.986382725
1917,control,no,North America,male,43,married,Liberal,0,24913.07839,0.63,0.21,0.16,0.34,0.764327103,0.97,3.79,1.68,1.079961302
1918,control,yes,North America,female,45,married,New_Democrat,1,36271.156,0.96,0.04,0,-0.21,1.181199361,0.75,-1.77,1.31,0.302392679
1919,treat,no,Southern,female,18,never,Liberal,0,126000,0.36,0.26,0.38,-1.63,0.846301074,0.89,-1.33,2.34,1.745273647
1920,treat,no,North America,male,64,married,Other,2,35436.13619,0.12,0.5,0.38,0.61,0.829506621,0.04,3.12,1.47,3.889651415
1921,treat,yes,Southern,female,62,widowed,Conservative,0,136093.4948,0.17,0.47,0.36,-2.24,1.850139475,0.76,0.4,2.68,1.936209487
1922,control,yes,Asia,female,57,married,Conservative,2,18425.77124,0.99,0.01,0,-0.01,0.770180963,0.79,0.91,4.27,0.221240537
1923,treat,yes,North America,female,48,married,Other,1,103510.5214,0.37,0.18,0.45,-1.04,0.646934899,0.87,-0.49,1.56,1.280928307
1924,control,yes,North America,female,49,married,Conservative,5,89004.36837,0.74,0.17,0.09,-0.65,1.173418985,0.87,4.37,1.74,-0.122709
1925,control,no,Asia,female,34,married,Liberal,2,92666.84857,0.13,0.46,0.41,-0.68,1.029306018,0.07,0.75,1.27,-0.617842583
1926,treat,no,Europe,female,39,married,Conservative,1,147802.8138,0.01,0.89,0.1,0.33,0.981039186,0,1.27,1.18,3.550832764
1927,control,yes,Southern,male,46,never,New_Democrat,0,149000,0.69,0.17,0.14,0.24,1.295329348,0.63,-0.48,8.69,1.22052401
1928,treat,yes,Asia,male,18,married,Conservative,1,105234.1954,0.43,0.41,0.16,-0.21,0.442195143,0.99,0.29,2.65,2.563016766
1929,treat,yes,Southern,female,61,divorced,Conservative,0,64135.25196,0.61,0.39,0,-0.13,0.713565267,0.03,-0.62,3.81,2.066982151
1930,treat,no,Asia,male,52,divorced,Conservative,2,34527.10834,0.55,0.39,0.06,0.3,1.344561307,0.36,0.24,6.33,4.408449539
1931,control,no,Europe,male,48,divorced,Liberal,1,87689.42256,1,0,0,-1.48,1.173004435,0.76,-0.1,2.22,0.412172755
1932,treat,yes,North America,female,26,married,Liberal,4,75688.80857,0.26,0.58,0.16,-0.26,0.59088575,0.72,0.71,4.22,1.007808093
1933,control,yes,Southern,male,41,widowed,Conservative,0,49913.10866,0.06,0.77,0.17,0.07,0.961893461,0.06,0.05,0.23,0.468577099
1934,control,no,Europe,male,53,never,New_Democrat,2,48000,0.56,0.19,0.25,-1.47,0.452493255,0.26,-1.06,0.38,1.686089709
1935,treat,yes,North America,female,58,married,New_Democrat,2,41741.08497,0.53,0.18,0.29,1.64,0.874740244,0.59,-3.12,6.65,2.0835656
1936,control,no,Southern,female,50,divorced,Liberal,0,72251.43149,0.35,0.65,0,-0.04,1.303760666,0,-0.89,2.95,-0.244203763
1937,control,yes,North America,male,25,married,Liberal,0,103572.2492,0.71,0.01,0.28,-0.81,1.479171866,0,0.14,0.28,-0.205179731
1938,control,yes,Asia,male,28,never,New_Democrat,0,74000,0.92,0.08,0,0.56,1.583046484,0.87,1.57,7.06,1.381092527
1939,control,no,Asia,female,32,divorced,Conservative,2,6534.717948,0.13,0.83,0.04,-0.17,0.763765654,0,-3.52,5.3,1.059476355
1940,control,no,Southern,male,34,married,Conservative,0,40219.66941,0.18,0.65,0.17,1.25,0.542408551,0.22,-0.33,5.19,2.307685855
1941,treat,no,North America,female,54,married,Conservative,1,58095.76923,0.97,0,0.03,0.79,1.553936197,0.89,2.11,2.39,3.263319882
1942,control,yes,North America,female,61,married,Liberal,4,90069.46824,0.17,0.51,0.32,-0.92,0.956822002,0.33,0.28,3.11,-0.840278327
1943,treat,yes,North America,male,37,never,Other,2,128000,0.56,0.12,0.32,-0.41,1.921381027,0.93,0.22,4.41,2.651713362
1944,control,yes,Asia,female,59,married,Conservative,1,93692.13054,0.39,0.41,0.2,1.7,0.807200514,0.3,0.85,1.59,-0.339904901
1945,control,no,North America,male,54,married,Liberal,3,107788.5556,0.08,0.6,0.32,-1.27,1.530513837,0.77,2.17,4.09,0.808522434
1946,treat,no,North America,female,32,divorced,Liberal,3,31119.21502,0.53,0.21,0.26,1.46,1.276680952,0.01,2.28,1.02,1.999771548
